respondent_id,age,gender,country,education_level,employment_status,industry,job_role_level,work_experience_years,income_bracket,household_dependents,perceived_automation_risk,role_partially_automated,pct_tasks_automatable,ai_awareness,enrolled_reskilling,learning_platform,upskilling_hours_per_week,willingness_to_reskill,biggest_barrier,preferred_learning_mode,top_skill_pursued,reskilling_awareness_source,employer_provides_reskilling,govt_reskilling_subsidies,satisfaction_employer_ld,would_switch_for_reskilling,career_confidence_5yr,career_anxiety,accept_lower_pay_futureproof,expected_role_change_timeline,successful_reskill_transition,automation_vulnerability_idx,reskilling_engagement_score,support_ecosystem_score,anxiety_to_action_ratio,income_reskilling_gap,future_readiness_idx
R08742,35,Male,Brazil,Master's,Part-time Employed,Agriculture,Manager/Director,14,R$40-80K,2.0,1,No,0-20%,5,No,None,0.0,3,Family Responsibilities,On-the-job Training,None,Employer,No,Yes,4,No,2,4,Yes,9,No,0.03,0.125,0.562,5.556,At-Risk Low Earner,0.375
R08743,31,Female,Australia,PhD,Full-time Employed,Agriculture,Senior,10,A$100-160K,3.0,3,No,21-40%,2,Yes,Government Program,1.0,5,Cost,On-the-job Training,Soft Skills/Leadership,Peers/Network,No,Unsure,1,Yes,4,2,No,8,No,0.29,0.715,0.15,0.345,Complacent High Earner,0.767
R08744,26,Prefer Not to Say,UK,High School/Diploma,Full-time Employed,Education,Senior,0,£80-120K,3.0,3,Yes,0-20%,3,Yes,Bootcamp,1.2,4,Family Responsibilities,Hybrid,Soft Skills/Leadership,Self-Research,No,No,4,Yes,3,2,No,6,No,0.53,0.656,0.262,0.375,Complacent High Earner,0.612
R08745,30,Female,Singapore,Bachelor's,Full-time Employed,Government/Public Sector,Manager/Director,10,S$150-250K,0.0,3,No,0-20%,3,Yes,Bootcamp,5.9,4,Family Responsibilities,In-person Classroom,Digital Marketing,Self-Research,No,No,3,No,3,3,No,7,No,0.23,0.726,0.175,0.679,Invested High Earner,0.596
R08746,33,Male,India,Bachelor's,Unemployed - Seeking,Retail/E-commerce,Entry-level,12,₹12-25L,1.0,3,Yes,21-40%,3,No,edX,0.0,2,Cost,Online Instructor-led,None,None,No,No,2,Yes,3,2,Yes,4,No,0.59,0.062,0.088,3.472,Complacent High Earner,0.471
R08747,26,Female,Brazil,High School/Diploma,Self-employed/Freelancer,Technology/IT,Senior,3,<R$20K,1.0,3,No,21-40%,4,No,None,0.0,3,Family Responsibilities,Online Instructor-led,None,Peers/Network,Yes,Unsure,4,No,5,2,Yes,3,No,0.29,0.125,0.762,1.852,At-Risk Low Earner,0.775
R08748,34,Male,India,High School/Diploma,Part-time Employed,Manufacturing,Mid-level,9,<₹3L,1.0,2,No,21-40%,3,No,None,0.0,3,Cost,Online Self-paced,None,News/Media,Yes,Unsure,2,Yes,2,2,Yes,11,No,0.19,0.125,0.588,1.852,At-Risk Low Earner,0.342
R08749,31,Male,USA,Bachelor's,Self-employed/Freelancer,Manufacturing,Senior,8,$75-120K,2.0,5,Yes,81-100%,4,Yes,Company Internal LMS,5.2,5,Time,Online Instructor-led,UX/UI Design,News/Media,No,No,2,Yes,3,4,No,3,Yes,0.97,0.778,0.088,0.952,Invested High Earner,0.75
R08750,41,Female,Japan,Bachelor's,Self-employed/Freelancer,Education,Senior,22,¥8-12M,1.0,3,Yes,0-20%,4,Yes,YouTube/Free Resources,1.7,4,Lack of Awareness,Peer Learning/Mentorship,UX/UI Design,None,No,Yes,1,Yes,3,3,Yes,6,No,0.53,0.663,0.3,0.743,Complacent High Earner,0.612
R08751,38,Male,UAE,Master's,Full-time Employed,Logistics/Supply Chain,Senior,17,AED 240-480K,2.0,3,No,0-20%,2,Yes,Coursera,1.4,5,Time,Hybrid,Cybersecurity,News/Media,No,Yes,2,No,5,3,No,7,No,0.23,0.721,0.387,0.684,Complacent High Earner,0.883
R08752,33,Female,India,Bachelor's,Full-time Employed,Retail/E-commerce,Entry-level,11,₹12-25L,0.0,3,No,21-40%,2,Yes,YouTube/Free Resources,3.1,3,Time,Online Self-paced,Soft Skills/Leadership,Social Media,Yes,No,2,Yes,4,3,No,5,Yes,0.29,0.621,0.438,0.792,Complacent High Earner,0.642
R08753,24,Male,UK,Bachelor's,Self-employed/Freelancer,Education,Entry-level,3,£15-30K,0.0,4,Yes,61-80%,2,Yes,Government Program,6.0,4,Time,Online Instructor-led,Cloud Computing,Peers/Network,No,No,2,Yes,5,4,No,4,No,0.81,0.728,0.088,1.016,Striving Upskiller,0.846
R08754,38,Male,Germany,Bachelor's,Full-time Employed,Healthcare,Senior,11,>€150K,0.0,3,No,21-40%,4,No,University/College Program,0.0,2,Time,Hybrid,None,Peers/Network,Yes,Unsure,5,No,3,5,Yes,5,No,0.29,0.062,0.85,10.0,Complacent High Earner,0.454
R08755,28,Male,Germany,High School/Diploma,Full-time Employed,Media/Entertainment,Mid-level,8,€40-65K,3.0,4,Yes,41-60%,3,Yes,edX,11.1,4,Employer Doesn't Support,Hybrid,Green/Sustainability Skills,News/Media,No,Unsure,2,No,4,2,No,3,No,0.75,0.804,0.238,0.307,Striving Upskiller,0.762
R08756,54,Female,South Africa,High School/Diploma,Self-employed/Freelancer,Energy/Utilities,Manager/Director,28,R200-400K,2.0,3,Yes,0-20%,3,No,None,0.0,4,Time,Online Self-paced,None,Self-Research,No,Unsure,1,Yes,3,4,Yes,5,No,0.53,0.188,0.15,3.788,At-Risk Low Earner,0.629
R08757,37,Male,USA,Below High School,Full-time Employed,Financial Services,Manager/Director,14,$75-120K,1.0,4,No,41-60%,4,Yes,YouTube/Free Resources,6.0,4,Family Responsibilities,Hybrid,Digital Marketing,Peers/Network,Yes,No,4,No,4,4,No,5,Yes,0.45,0.728,0.612,1.016,Invested High Earner,0.729
R08758,37,Male,Brazil,Master's,Full-time Employed,Retail/E-commerce,Entry-level,17,R$40-80K,0.0,3,Yes,41-60%,3,No,None,0.0,3,Cost,In-person Classroom,None,Self-Research,Yes,No,3,Yes,3,3,No,6,No,0.65,0.125,0.525,3.704,At-Risk Low Earner,0.525
R08759,31,Female,Nigeria,Master's,Student,Healthcare,Entry-level,9,₦8-15M,0.0,3,No,21-40%,4,Yes,Udemy,25.0,2,Cost,Online Self-paced,Cybersecurity,Employer,No,No,2,Yes,2,2,No,3,Yes,0.29,0.812,0.088,0.304,Invested High Earner,0.388
R08760,30,Non-Binary,South Africa,Bachelor's,Unemployed - Not Seeking,Retail/E-commerce,Entry-level,5,R80-200K,0.0,3,No,81-100%,3,Yes,YouTube/Free Resources,2.6,3,Cost,On-the-job Training,Data/AI & Machine Learning,Peers/Network,No,No,3,No,3,3,No,4,Yes,0.47,0.614,0.175,0.801,At-Risk Low Earner,0.558
R08761,24,Female,USA,Below High School,Part-time Employed,Financial Services,Mid-level,4,$75-120K,0.0,4,No,41-60%,4,Yes,Company Internal LMS,5.4,4,Cost,Hybrid,Data/AI & Machine Learning,News/Media,Yes,Yes,4,Yes,4,4,No,2,Yes,0.45,0.718,0.912,1.03,Invested High Earner,0.779
R08762,29,Male,UK,Bachelor's,Part-time Employed,Media/Entertainment,Mid-level,7,£15-30K,2.0,4,Yes,61-80%,2,Yes,Coursera,7.6,3,Time,On-the-job Training,Software Development,Employer,No,Unsure,3,No,4,4,No,2,Yes,0.81,0.689,0.325,1.073,Striving Upskiller,0.692
R08763,44,Male,India,Bachelor's,Full-time Employed,Government/Public Sector,Manager/Director,18,₹25-50L,0.0,2,No,0-20%,4,Yes,University/College Program,3.4,5,Employer Doesn't Support,Online Self-paced,Data/AI & Machine Learning,Government Campaign,No,Unsure,2,No,3,4,No,8,Yes,0.13,0.751,0.238,0.986,Complacent High Earner,0.667
R08764,29,Female,India,Below High School,Full-time Employed,Retail/E-commerce,Senior,8,₹3-6L,2.0,4,Yes,61-80%,3,Yes,Coursera,1.0,4,Family Responsibilities,Hybrid,Project Management,Social Media,Yes,No,5,No,3,4,No,4,Yes,0.81,0.653,0.7,1.131,At-Risk Low Earner,0.646
R08765,27,Female,South Africa,Bachelor's,Self-employed/Freelancer,Energy/Utilities,Entry-level,4,R200-400K,1.0,2,No,41-60%,3,No,YouTube/Free Resources,0.0,3,Lack of Awareness,On-the-job Training,None,None,Yes,Yes,2,Yes,5,2,No,9,No,0.25,0.125,0.737,1.852,At-Risk Low Earner,0.675
R08766,36,Non-Binary,Philippines,High School/Diploma,Unemployed - Seeking,Technology/IT,Senior,16,<₱150K,2.0,3,No,0-20%,4,No,None,0.0,3,No Relevant Programs,Online Self-paced,None,Social Media,No,Unsure,1,No,3,4,Yes,6,No,0.23,0.125,0.15,5.556,At-Risk Low Earner,0.525
R08767,52,Female,USA,Below High School,Full-time Employed,Logistics/Supply Chain,Executive/C-suite,33,$75-120K,3.0,2,Yes,0-20%,2,No,None,0.0,3,Family Responsibilities,Hybrid,None,Government Campaign,No,Unsure,3,No,2,2,No,5,No,0.43,0.125,0.325,1.852,Complacent High Earner,0.442
R08768,20,Male,Nigeria,Bachelor's,Part-time Employed,Technology/IT,Entry-level,0,₦4-8M,2.0,2,No,41-60%,4,No,None,0.5,4,Lack of Awareness,In-person Classroom,Data/AI & Machine Learning,Peers/Network,No,No,2,Yes,4,2,No,7,No,0.25,0.395,0.088,0.617,At-Risk Low Earner,0.696
R08769,30,Male,UK,Master's,Self-employed/Freelancer,Healthcare,Mid-level,6,£30-50K,2.0,4,Yes,41-60%,3,No,None,0.0,3,Time,In-person Classroom,None,Employer,Yes,No,4,Yes,2,5,Yes,3,No,0.75,0.125,0.612,7.407,At-Risk Low Earner,0.475
R08770,47,Female,USA,Below High School,Self-employed/Freelancer,Healthcare,Executive/C-suite,24,$75-120K,3.0,4,Yes,61-80%,2,Yes,edX,3.0,3,Time,Online Self-paced,Cybersecurity,News/Media,No,Yes,3,No,4,2,No,4,No,0.81,0.62,0.475,0.397,Complacent High Earner,0.658
R08771,40,Male,India,Master's,Student,Manufacturing,Entry-level,19,₹12-25L,3.0,4,No,41-60%,4,Yes,Udemy,4.1,4,Cost,Hybrid,Soft Skills/Leadership,Self-Research,No,Yes,4,Yes,4,4,No,4,Yes,0.45,0.699,0.562,1.058,Complacent High Earner,0.746
R08772,34,Prefer Not to Say,India,High School/Diploma,Self-employed/Freelancer,Retail/E-commerce,Mid-level,15,₹25-50L,2.0,2,No,21-40%,4,Yes,LinkedIn Learning,2.5,3,Time,Online Self-paced,Cybersecurity,Peers/Network,No,Yes,3,Yes,3,2,No,5,No,0.19,0.612,0.475,0.402,Complacent High Earner,0.542
R08773,32,Male,Nigeria,Below High School,Full-time Employed,Financial Services,Mid-level,9,<₦1.5M,0.0,3,Yes,0-20%,5,No,None,0.0,5,Cost,Online Instructor-led,None,Peers/Network,No,Unsure,2,Yes,4,3,No,2,No,0.53,0.25,0.238,1.923,At-Risk Low Earner,0.867
R08774,25,Female,UAE,Bachelor's,Full-time Employed,Financial Services,Manager/Director,5,>AED 720K,3.0,2,No,0-20%,3,No,None,0.0,5,Cost,Hybrid,None,Self-Research,Yes,Yes,3,No,4,3,No,4,No,0.13,0.25,0.825,1.923,Complacent High Earner,0.833
R08775,24,Male,USA,Master's,Full-time Employed,Education,Mid-level,2,$120-200K,0.0,4,No,41-60%,3,No,None,0.0,2,Cost,Hybrid,None,Self-Research,No,No,3,No,3,5,No,3,No,0.45,0.062,0.175,10.0,Complacent High Earner,0.488
R08776,22,Male,UK,PhD,Full-time Employed,Manufacturing,Entry-level,0,£15-30K,0.0,3,Yes,81-100%,4,Yes,LinkedIn Learning,3.0,5,No Relevant Programs,Online Self-paced,Software Development,News/Media,No,Unsure,3,Yes,4,3,No,6,No,0.77,0.745,0.325,0.662,At-Risk Low Earner,0.8
R08777,31,Female,South Africa,Below High School,Full-time Employed,Technology/IT,Entry-level,11,R750K-1.2M,1.0,3,Yes,41-60%,4,No,None,0.0,4,Family Responsibilities,Online Instructor-led,None,Peers/Network,No,Yes,2,Yes,3,2,No,1,No,0.65,0.188,0.387,1.263,Complacent High Earner,0.696
R08778,39,Female,Germany,Master's,Full-time Employed,Manufacturing,Senior,16,€100-150K,1.0,3,No,41-60%,5,No,None,0.0,5,Employer Doesn't Support,Hybrid,None,News/Media,Yes,Unsure,5,No,4,3,No,5,No,0.35,0.25,0.85,1.923,Complacent High Earner,0.817
R08779,29,Male,USA,Master's,Full-time Employed,Healthcare,Mid-level,4,,1.0,2,No,0-20%,4,Yes,LinkedIn Learning,7.9,5,Lack of Awareness,In-person Classroom,Software Development,Peers/Network,Yes,No,3,No,2,3,Yes,8,Yes,0.13,0.818,0.525,0.604,Unknown,0.567
R08780,43,Male,Brazil,Bachelor's,Unemployed - Not Seeking,Financial Services,Entry-level,22,R$80-150K,3.0,4,Yes,81-100%,4,No,Coursera,0.0,3,Cost,Online Self-paced,None,News/Media,No,Unsure,2,Yes,1,4,No,1,No,0.87,0.125,0.238,5.556,Complacent High Earner,0.408
R08781,50,Female,Australia,Bachelor's,Full-time Employed,Technology/IT,Manager/Director,28,<A$30K,1.0,3,Yes,41-60%,2,No,None,0.0,3,No Relevant Programs,Online Self-paced,None,News/Media,No,Unsure,3,Yes,3,2,No,7,No,0.65,0.125,0.325,1.852,At-Risk Low Earner,0.508
R08782,55,Female,UAE,PhD,Unemployed - Seeking,Technology/IT,Senior,32,AED 480-720K,2.0,2,No,21-40%,2,Yes,Company Internal LMS,7.4,3,Time,Peer Learning/Mentorship,Data/AI & Machine Learning,Employer,No,No,3,Yes,2,4,No,5,Yes,0.19,0.686,0.175,1.078,Invested High Earner,0.442
R08783,42,Male,UAE,High School/Diploma,Full-time Employed,Healthcare,Senior,17,AED 120-240K,1.0,4,No,61-80%,2,No,LinkedIn Learning,0.0,3,No Relevant Programs,Online Self-paced,None,Employer,No,Yes,3,Yes,4,4,No,3,No,0.51,0.125,0.475,5.556,At-Risk Low Earner,0.675
R08784,36,Female,Nigeria,Below High School,Unemployed - Seeking,Healthcare,Executive/C-suite,12,₦4-8M,3.0,4,Yes,61-80%,2,Yes,Bootcamp,21.3,4,Cost,On-the-job Training,Cybersecurity,Employer,No,Yes,2,No,3,3,No,2,No,0.81,0.938,0.387,0.527,Striving Upskiller,0.679
R08785,26,Male,South Africa,Master's,Full-time Employed,Education,Manager/Director,7,>R1.2M,1.0,3,Yes,0-20%,4,No,None,0.0,4,Cost,Online Self-paced,None,News/Media,No,No,1,Yes,3,4,No,1,Yes,0.53,0.188,0.0,3.788,Complacent High Earner,0.696
R08786,27,Female,Philippines,Bachelor's,Full-time Employed,Healthcare,Entry-level,8,₱350-700K,2.0,3,No,41-60%,4,No,None,0.0,4,Cost,Online Instructor-led,None,Self-Research,Yes,No,4,No,5,3,Yes,4,No,0.35,0.188,0.612,2.525,At-Risk Low Earner,0.846
R08787,40,Female,Germany,Below High School,Full-time Employed,Education,Mid-level,20,€100-150K,,4,No,21-40%,3,No,None,0.0,3,No Relevant Programs,In-person Classroom,None,Government Campaign,No,Unsure,2,No,5,4,No,5,No,0.39,0.125,0.238,5.556,Complacent High Earner,0.742
R08788,21,Male,India,Bachelor's,Full-time Employed,Energy/Utilities,Senior,0,₹25-50L,0.0,3,Yes,61-80%,3,No,None,0.0,4,Employer Doesn't Support,Online Instructor-led,None,Social Media,No,Yes,3,Yes,4,4,Yes,2,No,0.71,0.188,0.475,3.788,Complacent High Earner,0.779
R08789,36,Female,USA,PhD,Full-time Employed,Agriculture,Senior,15,<$25K,3.0,4,No,41-60%,4,No,None,0.0,4,Family Responsibilities,Hybrid,None,Social Media,No,Unsure,1,Yes,1,4,Yes,4,No,0.45,0.188,0.15,3.788,At-Risk Low Earner,0.446
R08790,35,Male,Australia,High School/Diploma,Self-employed/Freelancer,Agriculture,Senior,15,>A$250K,2.0,3,Yes,0-20%,3,No,None,0.0,3,Lack of Awareness,In-person Classroom,None,Self-Research,No,Unsure,2,Yes,1,2,No,6,No,0.53,0.125,0.238,1.852,Complacent High Earner,0.325
R08791,26,Male,India,High School/Diploma,Full-time Employed,Agriculture,Mid-level,2,₹12-25L,3.0,3,Yes,41-60%,3,No,None,2.1,3,Cost,Online Self-paced,Data/AI & Machine Learning,Social Media,No,Yes,1,Yes,4,2,No,5,No,0.65,0.357,0.3,0.681,Complacent High Earner,0.642
R08792,28,Male,Nigeria,Bachelor's,Unemployed - Seeking,Media/Entertainment,Mid-level,10,₦8-15M,2.0,2,Yes,21-40%,2,Yes,Company Internal LMS,4.1,4,Lack of Awareness,Peer Learning/Mentorship,Project Management,Peers/Network,No,Yes,1,Yes,2,2,No,9,No,0.49,0.699,0.3,0.353,Complacent High Earner,0.462
R08793,37,Male,USA,Below High School,Unemployed - Not Seeking,Government/Public Sector,Entry-level,16,$25-50K,2.0,2,No,61-80%,3,Yes,Government Program,2.7,4,Employer Doesn't Support,On-the-job Training,Data/AI & Machine Learning,Peers/Network,No,No,3,No,4,3,No,10,No,0.31,0.678,0.175,0.727,At-Risk Low Earner,0.646
R08794,29,Female,South Africa,High School/Diploma,Self-employed/Freelancer,Retail/E-commerce,Entry-level,6,R80-200K,0.0,3,No,0-20%,3,No,Udemy,0.0,3,Family Responsibilities,Hybrid,None,Social Media,No,No,3,Yes,3,3,Yes,10,No,0.23,0.125,0.175,3.704,At-Risk Low Earner,0.458
R08795,49,Male,Germany,High School/Diploma,Unemployed - Seeking,Technology/IT,Executive/C-suite,23,€65-100K,2.0,3,No,21-40%,4,Yes,LinkedIn Learning,21.3,3,Time,On-the-job Training,Software Development,News/Media,No,Yes,3,No,4,4,No,2,Yes,0.29,0.875,0.475,0.847,Invested High Earner,0.692
R08796,31,Female,USA,Master's,Full-time Employed,Healthcare,Senior,9,$75-120K,1.0,3,No,61-80%,3,No,None,0.0,4,Family Responsibilities,On-the-job Training,None,Government Campaign,No,Unsure,1,Yes,4,3,Yes,4,No,0.41,0.188,0.15,2.525,Complacent High Earner,0.746
R08797,28,Male,Nigeria,High School/Diploma,Full-time Employed,Media/Entertainment,Entry-level,4,₦1.5-4M,3.0,2,No,0-20%,3,Yes,Udemy,6.4,4,Cost,Online Instructor-led,Green/Sustainability Skills,Social Media,No,Unsure,3,No,4,2,No,8,No,0.13,0.734,0.325,0.336,Striving Upskiller,0.679
R08798,48,Male,UAE,High School/Diploma,Full-time Employed,Agriculture,Executive/C-suite,27,AED 60-120K,3.0,4,No,81-100%,2,No,None,0.0,5,Time,Peer Learning/Mentorship,None,News/Media,No,Yes,3,No,3,3,No,4,No,0.57,0.25,0.475,1.923,At-Risk Low Earner,0.733
R08799,27,Male,USA,Master's,Full-time Employed,Government/Public Sector,Senior,4,$50-75K,0.0,3,No,21-40%,5,No,None,0.0,5,Cost,In-person Classroom,None,Peers/Network,Yes,No,3,No,3,4,Yes,6,No,0.29,0.25,0.525,2.885,At-Risk Low Earner,0.7
R08800,28,Male,India,Master's,Part-time Employed,Media/Entertainment,Mid-level,7,,0.0,3,No,61-80%,4,No,None,0.0,4,Family Responsibilities,Online Self-paced,None,Social Media,No,No,3,Yes,4,3,No,5,No,0.41,0.188,0.175,2.525,Unknown,0.729
R08801,37,Prefer Not to Say,South Africa,High School/Diploma,Unemployed - Seeking,Retail/E-commerce,Mid-level,14,<R80K,2.0,2,No,21-40%,4,Yes,LinkedIn Learning,19.7,2,Cost,Online Instructor-led,Software Development,Social Media,No,No,3,No,3,1,No,7,Yes,0.19,0.808,0.175,0.0,Striving Upskiller,0.421
R08802,26,Female,UK,High School/Diploma,Full-time Employed,Construction/Real Estate,Entry-level,5,£80-120K,0.0,3,Yes,21-40%,3,No,None,0.0,3,Cost,On-the-job Training,None,Social Media,No,Yes,2,Yes,3,2,No,8,No,0.59,0.125,0.387,1.852,Complacent High Earner,0.492
R08803,35,Male,Brazil,Bachelor's,Full-time Employed,Government/Public Sector,Manager/Director,14,>R$300K,3.0,2,No,21-40%,2,No,None,0.0,4,No Relevant Programs,Online Self-paced,None,Peers/Network,No,No,2,Yes,1,3,No,7,No,0.19,0.188,0.088,2.525,Complacent High Earner,0.396
R08804,40,Female,India,High School/Diploma,Full-time Employed,Healthcare,Senior,18,₹25-50L,0.0,4,Yes,41-60%,4,Yes,Company Internal LMS,5.3,3,Cost,Online Self-paced,UX/UI Design,Self-Research,No,Unsure,2,Yes,3,5,No,5,No,0.75,0.655,0.238,1.504,Invested High Earner,0.542
R08805,32,Male,UAE,Bachelor's,Full-time Employed,Agriculture,Mid-level,10,AED 120-240K,1.0,2,Yes,61-80%,4,Yes,Udemy,1.0,4,Lack of Awareness,In-person Classroom,Soft Skills/Leadership,Self-Research,Yes,Unsure,3,Yes,2,4,No,10,Yes,0.61,0.653,0.675,1.131,At-Risk Low Earner,0.446
R08806,27,Male,South Africa,High School/Diploma,Full-time Employed,Retail/E-commerce,Entry-level,8,R80-200K,3.0,3,No,81-100%,3,Yes,Udemy,1.0,4,Family Responsibilities,Hybrid,Project Management,Social Media,Yes,No,4,No,5,2,No,5,Yes,0.47,0.653,0.612,0.377,At-Risk Low Earner,0.829
R08807,37,Male,UK,Bachelor's,Full-time Employed,Technology/IT,Senior,11,£15-30K,3.0,3,Yes,81-100%,3,No,None,2.5,4,No Relevant Programs,In-person Classroom,Software Development,Employer,Yes,Unsure,2,No,2,4,No,5,Yes,0.77,0.425,0.588,1.724,At-Risk Low Earner,0.529
R08808,41,Female,USA,Bachelor's,Full-time Employed,Energy/Utilities,Executive/C-suite,18,$75-120K,3.0,3,No,61-80%,5,No,None,0.0,4,Time,In-person Classroom,None,Employer,Yes,Unsure,2,Yes,3,3,No,4,No,0.41,0.188,0.588,2.525,Complacent High Earner,0.646
R08809,36,Female,South Africa,Bachelor's,Self-employed/Freelancer,Technology/IT,Manager/Director,13,R400-750K,3.0,2,No,61-80%,4,No,None,0.0,4,Time,Online Self-paced,None,News/Media,Yes,No,3,No,3,3,No,6,Yes,0.31,0.188,0.525,2.525,Complacent High Earner,0.612
R08810,43,Female,Japan,Master's,Full-time Employed,Agriculture,Senior,21,¥8-12M,4.0,3,No,41-60%,4,No,None,0.0,2,No Relevant Programs,In-person Classroom,None,Peers/Network,Yes,Yes,3,No,3,2,No,4,Yes,0.35,0.062,0.825,3.472,Complacent High Earner,0.471
R08811,41,Female,India,Below High School,Full-time Employed,Financial Services,Manager/Director,20,>₹50L,4.0,2,No,0-20%,3,No,None,0.0,4,Family Responsibilities,On-the-job Training,None,Social Media,Yes,No,4,No,4,3,No,9,No,0.13,0.188,0.612,2.525,Complacent High Earner,0.662
R08812,34,Female,India,PhD,Student,Manufacturing,Entry-level,13,₹6-12L,0.0,2,No,21-40%,4,Yes,Government Program,3.2,3,No Relevant Programs,On-the-job Training,Cybersecurity,Government Campaign,No,No,4,No,3,2,No,7,No,0.19,0.623,0.262,0.395,At-Risk Low Earner,0.508
R08813,26,Female,Nigeria,High School/Diploma,Self-employed/Freelancer,Government/Public Sector,Entry-level,4,₦1.5-4M,0.0,3,Yes,61-80%,3,Yes,University/College Program,2.6,3,Family Responsibilities,Online Instructor-led,Project Management,None,Yes,Unsure,2,No,3,2,No,2,Yes,0.71,0.614,0.588,0.401,At-Risk Low Earner,0.592
R08814,23,Male,Brazil,Below High School,Student,Logistics/Supply Chain,Entry-level,1,R$80-150K,2.0,3,No,41-60%,3,No,None,0.0,4,Employer Doesn't Support,Hybrid,None,News/Media,No,No,1,Yes,3,2,No,4,Yes,0.35,0.188,0.0,1.263,Complacent High Earner,0.646
R08815,53,Male,USA,Bachelor's,Unemployed - Seeking,Technology/IT,Manager/Director,31,$75-120K,1.0,3,Yes,0-20%,3,No,None,0.0,3,Lack of Awareness,Online Self-paced,None,Employer,No,No,3,Yes,3,3,No,3,No,0.53,0.125,0.175,3.704,Complacent High Earner,0.575
R08816,36,Male,UAE,Master's,Full-time Employed,Healthcare,Manager/Director,14,AED 120-240K,2.0,3,No,21-40%,1,Yes,University/College Program,2.4,4,No Relevant Programs,Online Self-paced,Cloud Computing,Social Media,Yes,Yes,4,No,4,3,No,5,Yes,0.29,0.674,0.912,0.731,At-Risk Low Earner,0.729
R08817,37,Female,USA,Bachelor's,Full-time Employed,Retail/E-commerce,Senior,12,$75-120K,0.0,3,Yes,41-60%,4,No,None,0.0,4,Cost,In-person Classroom,None,Self-Research,No,No,2,No,4,3,No,3,No,0.65,0.188,0.088,2.525,Complacent High Earner,0.762
R08818,28,Female,India,PhD,Full-time Employed,Manufacturing,Senior,8,₹6-12L,3.0,3,No,21-40%,4,No,Bootcamp,0.0,3,Time,Hybrid,None,Government Campaign,No,No,2,Yes,3,3,No,5,No,0.29,0.125,0.088,3.704,At-Risk Low Earner,0.542
R08819,26,Female,India,High School/Diploma,Part-time Employed,Energy/Utilities,Mid-level,2,₹6-12L,0.0,2,Yes,0-20%,3,No,None,0.0,4,Family Responsibilities,On-the-job Training,None,Social Media,Yes,Unsure,3,Yes,4,4,Yes,9,Yes,0.43,0.188,0.675,3.788,At-Risk Low Earner,0.662
R08820,34,,UAE,Below High School,Full-time Employed,Energy/Utilities,Senior,9,AED 60-120K,1.0,5,Yes,41-60%,3,Yes,Coursera,7.5,2,Employer Doesn't Support,On-the-job Training,Project Management,News/Media,No,Yes,2,Yes,4,5,Yes,1,No,0.85,0.625,0.387,1.575,Striving Upskiller,0.621
R08821,55,Male,Germany,High School/Diploma,Full-time Employed,Financial Services,Mid-level,33,€40-65K,0.0,4,Yes,41-60%,5,No,Udemy,0.0,3,No Relevant Programs,On-the-job Training,None,News/Media,Yes,No,4,No,3,3,No,3,No,0.75,0.125,0.612,3.704,At-Risk Low Earner,0.575
R08822,30,Female,Australia,PhD,Unemployed - Seeking,Media/Entertainment,Manager/Director,8,A$100-160K,0.0,3,No,21-40%,3,Yes,LinkedIn Learning,7.2,3,Cost,Hybrid,Cybersecurity,Social Media,No,Unsure,1,Yes,2,3,Yes,7,No,0.29,0.683,0.15,0.722,Invested High Earner,0.408
R08823,42,Male,Australia,PhD,Full-time Employed,Agriculture,Manager/Director,20,>A$250K,,2,No,81-100%,4,No,None,0.0,3,Time,In-person Classroom,None,Government Campaign,No,No,2,No,3,1,No,7,No,0.37,0.125,0.088,0.0,Complacent High Earner,0.508
R08824,22,Female,Singapore,PhD,Part-time Employed,Technology/IT,Entry-level,0,S$25-50K,0.0,3,Yes,21-40%,4,Yes,Udemy,1.1,5,Lack of Awareness,Online Self-paced,Cybersecurity,News/Media,Yes,Yes,4,Yes,3,2,No,4,Yes,0.59,0.716,0.912,0.344,At-Risk Low Earner,0.733
R08825,54,Male,UK,PhD,Full-time Employed,Media/Entertainment,Manager/Director,33,£30-50K,0.0,3,No,21-40%,2,No,None,0.0,3,No Relevant Programs,On-the-job Training,None,Social Media,No,Unsure,2,Yes,3,3,No,6,No,0.29,0.125,0.238,3.704,At-Risk Low Earner,0.525
R08826,40,Female,India,Below High School,Full-time Employed,Agriculture,Manager/Director,18,₹6-12L,3.0,3,No,41-60%,2,No,None,0.0,3,Lack of Awareness,Hybrid,None,Employer,Yes,Unsure,4,No,3,3,No,5,No,0.35,0.125,0.762,3.704,At-Risk Low Earner,0.542
R08827,36,Female,South Africa,Bachelor's,Full-time Employed,Logistics/Supply Chain,Manager/Director,9,R400-750K,3.0,2,No,0-20%,3,No,None,0.0,5,Cost,Peer Learning/Mentorship,None,Employer,No,Yes,3,No,3,3,No,10,No,0.13,0.25,0.475,1.923,Complacent High Earner,0.633
R08828,34,Female,USA,Master's,Full-time Employed,Energy/Utilities,Entry-level,12,$75-120K,0.0,4,No,61-80%,4,Yes,Company Internal LMS,6.3,3,Lack of Awareness,Online Self-paced,Cybersecurity,Social Media,No,No,1,No,3,5,No,3,Yes,0.51,0.67,0.0,1.471,Invested High Earner,0.575
